Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
1.5	root	2	dev=local(2)	InData	200	0
1.5	root	2	dev=local(2)	OutData	0	0
1.5	root	2	dev=local(2)	DropData	0	0
1.5	root	-1	all	SatisfiedInterests	200	0
1.5	root	-1	all	TimedOutInterests	0	0
2	leaf-1	0	dev=net(0)	InInterests	0	0
2	leaf-1	0	dev=net(0)	OutInterests	50	1.75781
2	leaf-1	0	dev=net(0)	DropInterests	0	0
2	leaf-1	0	dev=net(0)	InNacks	0	0
2	leaf-1	0	dev=net(0)	OutNacks	0	0
2	leaf-1	0	dev=net(0)	DropNacks	0	0
2	leaf-1	0	dev=net(0)	InData	50	52.0508
2	leaf-1	0	dev=net(0)	OutData	0	0
2	leaf-1	0	dev=net(0)	DropData	0	0
2	leaf-1	1	dev=local(1)	InInterests	50	0
2	leaf-1	1	dev=local(1)	OutInterests	0	0
2	leaf-1	1	dev=local(1)	DropInterests	0	0
2	leaf-1	1	dev=local(1)	InNacks	0	0
2	leaf-1	1	dev=local(1)	OutNacks	0	0
2	leaf-1	1	dev=local(1)	DropNacks	0	0
2	leaf-1	1	dev=local(1)	InData	0	0
2	leaf-1	1	dev=local(1)	OutData	50	52.0508
2	leaf-1	1	dev=local(1)	DropData	0	0
2	leaf-1	-1	all	SatisfiedInterests	50	0
2	leaf-1	-1	all	TimedOutInterests	0	0
2	leaf-2	0	dev=net(0)	InInterests	0	0
2	leaf-2	0	dev=net(0)	OutInterests	50	1.75781
2	leaf-2	0	dev=net(0)	DropInterests	0	0
2	leaf-2	0	dev=net(0)	InNacks	0	0
2	leaf-2	0	dev=net(0)	OutNacks	0	0
2	leaf-2	0	dev=net(0)	DropNacks	0	0
2	leaf-2	0	dev=net(0)	InData	50	52.0508
2	leaf-2	0	dev=net(0)	OutData	0	0
2	leaf-2	0	dev=net(0)	DropData	0	0
2	leaf-2	1	dev=local(1)	InInterests	50	0
2	leaf-2	1	dev=local(1)	OutInterests	0	0
2	leaf-2	1	dev=local(1)	DropInterests	0	0
2	leaf-2	1	dev=local(1)	InNacks	0	0
2	leaf-2	1	dev=local(1)	OutNacks	0	0
2	leaf-2	1	dev=local(1)	DropNacks	0	0
2	leaf-2	1	dev=local(1)	InData	0	0
2	leaf-2	1	dev=local(1)	OutData	50	52.0508
2	leaf-2	1	dev=local(1)	DropData	0	0
2	leaf-2	-1	all	SatisfiedInterests	50	0
2	leaf-2	-1	all	TimedOutInterests	0	0
2	leaf-3	0	dev=net(0)	InInterests	0	0
2	leaf-3	0	dev=net(0)	OutInterests	50	1.75781
2	leaf-3	0	dev=net(0)	DropInterests	0	0
2	leaf-3	0	dev=net(0)	InNacks	0	0
2	leaf-3	0	dev=net(0)	OutNacks	0	0
2	leaf-3	0	dev=net(0)	DropNacks	0	0
2	leaf-3	0	dev=net(0)	InData	50	52.0508
2	leaf-3	0	dev=net(0)	OutData	0	0
2	leaf-3	0	dev=net(0)	DropData	0	0
2	leaf-3	1	dev=local(1)	InInterests	50	0
2	leaf-3	1	dev=local(1)	OutInterests	0	0
2	leaf-3	1	dev=local(1)	DropInterests	0	0
2	leaf-3	1	dev=local(1)	InNacks	0	0
2	leaf-3	1	dev=local(1)	OutNacks	0	0
2	leaf-3	1	dev=local(1)	DropNacks	0	0
2	leaf-3	1	dev=local(1)	InData	0	0
2	leaf-3	1	dev=local(1)	OutData	50	52.0508
2	leaf-3	1	dev=local(1)	DropData	0	0
2	leaf-3	-1	all	SatisfiedInterests	50	0
2	leaf-3	-1	all	TimedOutInterests	0	0
2	leaf-4	0	dev=net(0)	InInterests	0	0
2	leaf-4	0	dev=net(0)	OutInterests	50	1.75781
2	leaf-4	0	dev=net(0)	DropInterests	0	0
2	leaf-4	0	dev=net(0)	InNacks	0	0
2	leaf-4	0	dev=net(0)	OutNacks	0	0
2	leaf-4	0	dev=net(0)	DropNacks	0	0
2	leaf-4	0	dev=net(0)	InData	50	52.0508
2	leaf-4	0	dev=net(0)	OutData	0	0
2	leaf-4	0	dev=net(0)	DropData	0	0
2	leaf-4	1	dev=local(1)	InInterests	50	0
2	leaf-4	1	dev=local(1)	OutInterests	0	0
2	leaf-4	1	dev=local(1)	DropInterests	0	0
2	leaf-4	1	dev=local(1)	InNacks	0	0
2	leaf-4	1	dev=local(1)	OutNacks	0	0
2	leaf-4	1	dev=local(1)	DropNacks	0	0
2	leaf-4	1	dev=local(1)	InData	0	0
2	leaf-4	1	dev=local(1)	OutData	50	52.0508
2	leaf-4	1	dev=local(1)	DropData	0	0
2	leaf-4	-1	all	SatisfiedInterests	50	0
2	leaf-4	-1	all	TimedOutInterests	0	0
2	rtr-1	1	dev=net(1)	InInterests	50	1.75781
2	rtr-1	1	dev=net(1)	OutInterests	0	0
2	rtr-1	1	dev=net(1)	DropInterests	0	0
2	rtr-1	1	dev=net(1)	InNacks	0	0
2	rtr-1	1	dev=net(1)	OutNacks	0	0
2	rtr-1	1	dev=net(1)	DropNacks	0	0
2	rtr-1	1	dev=net(1)	InData	0	0
2	rtr-1	1	dev=net(1)	OutData	50	52.0508
2	rtr-1	1	dev=net(1)	DropData	0	0
2	rtr-1	2	dev=net(2)	InInterests	0	0
2	rtr-1	2	dev=net(2)	OutInterests	100	3.51562
2	rtr-1	2	dev=net(2)	DropInterests	0	0
2	rtr-1	2	dev=net(2)	InNacks	0	0
2	rtr-1	2	dev=net(2)	OutNacks	0	0
2	rtr-1	2	dev=net(2)	DropNacks	0	0
2	rtr-1	2	dev=net(2)	InData	100	104.102
2	rtr-1	2	dev=net(2)	OutData	0	0
2	rtr-1	2	dev=net(2)	DropData	0	0
2	rtr-1	0	dev=net(0)	InInterests	50	1.75781
2	rtr-1	0	dev=net(0)	OutInterests	0	0
2	rtr-1	0	dev=net(0)	DropInterests	0	0
2	rtr-1	0	dev=net(0)	InNacks	0	0
2	rtr-1	0	dev=net(0)	OutNacks	0	0
2	rtr-1	0	dev=net(0)	DropNacks	0	0
2	rtr-1	0	dev=net(0)	InData	0	0
2	rtr-1	0	dev=net(0)	OutData	50	52.0508
2	rtr-1	0	dev=net(0)	DropData	0	0
2	rtr-1	-1	all	SatisfiedInterests	100	0
2	rtr-1	-1	all	TimedOutInterests	0	0
2	rtr-2	0	dev=net(0)	InInterests	50	1.75781
2	rtr-2	0	dev=net(0)	OutInterests	0	0
2	rtr-2	0	dev=net(0)	DropInterests	0	0
2	rtr-2	0	dev=net(0)	InNacks	0	0
2	rtr-2	0	dev=net(0)	OutNacks	0	0
2	rtr-2	0	dev=net(0)	DropNacks	0	0
2	rtr-2	0	dev=net(0)	InData	0	0
2	rtr-2	0	dev=net(0)	OutData	50	52.0508
2	rtr-2	0	dev=net(0)	DropData	0	0
2	rtr-2	1	dev=net(1)	InInterests	50	1.75781
2	rtr-2	1	dev=net(1)	OutInterests	0	0
2	rtr-2	1	dev=net(1)	DropInterests	0	0
2	rtr-2	1	dev=net(1)	InNacks	0	0
2	rtr-2	1	dev=net(1)	OutNacks	0	0
2	rtr-2	1	dev=net(1)	DropNacks	0	0
2	rtr-2	1	dev=net(1)	InData	0	0
2	rtr-2	1	dev=net(1)	OutData	50	52.0508
2	rtr-2	1	dev=net(1)	DropData	0	0
2	rtr-2	2	dev=net(2)	InInterests	0	0
2	rtr-2	2	dev=net(2)	OutInterests	100	3.51562
2	rtr-2	2	dev=net(2)	DropInterests	0	0
2	rtr-2	2	dev=net(2)	InNacks	0	0
2	rtr-2	2	dev=net(2)	OutNacks	0	0
2	rtr-2	2	dev=net(2)	DropNacks	0	0
2	rtr-2	2	dev=net(2)	InData	100	104.102
2	rtr-2	2	dev=net(2)	OutData	0	0
2	rtr-2	2	dev=net(2)	DropData	0	0
2	rtr-2	-1	all	SatisfiedInterests	100	0
2	rtr-2	-1	all	TimedOutInterests	0	0
2	root	0	dev=net(0)	InInterests	100	3.51562
2	root	0	dev=net(0)	OutInterests	0	0
2	root	0	dev=net(0)	DropInterests	0	0
2	root	0	dev=net(0)	InNacks	0	0
2	root	0	dev=net(0)	OutNacks	0	0
2	root	0	dev=net(0)	DropNacks	0	0
2	root	0	dev=net(0)	InData	0	0
2	root	0	dev=net(0)	OutData	100	104.102
2	root	0	dev=net(0)	DropData	0	0
2	root	1	dev=net(1)	InInterests	100	3.51562
2	root	1	dev=net(1)	OutInterests	0	0
2	root	1	dev=net(1)	DropInterests	0	0
2	root	1	dev=net(1)	InNacks	0	0
2	root	1	dev=net(1)	OutNacks	0	0
2	root	1	dev=net(1)	DropNacks	0	0
2	root	1	dev=net(1)	InData	0	0
2	root	1	dev=net(1)	OutData	100	104.102
2	root	1	dev=net(1)	DropData	0	0
2	root	2	dev=local(2)	InInterests	0	0
2	root	2	dev=local(2)	OutInterests	200	7.03125
2	root	2	dev=local(2)	DropInterests	0	0
2	root	2	dev=local(2)	InNacks	0	0
2	root	2	dev=local(2)	OutNacks	0	0
2	root	2	dev=local(2)	DropNacks	0	0
2	root	2	dev=local(2)	InData	200	0
2	root	2	dev=local(2)	OutData	0	0
2	root	2	dev=local(2)	DropData	0	0
2	root	-1	all	SatisfiedInterests	200	0
2	root	-1	all	TimedOutInterests	0	0
2.5	leaf-1	0	dev=net(0)	InInterests	0	0
2.5	leaf-1	0	dev=net(0)	OutInterests	50	1.75781
2.5	leaf-1	0	dev=net(0)	DropInterests	0	0
2.5	leaf-1	0	dev=net(0)	InNacks	0	0
2.5	leaf-1	0	dev=net(0)	OutNacks	0	0
2.5	leaf-1	0	dev=net(0)	DropNacks	0	0
2.5	leaf-1	0	dev=net(0)	InData	50	52.0508
2.5	leaf-1	0	dev=net(0)	OutData	0	0
2.5	leaf-1	0	dev=net(0)	DropData	0	0
2.5	leaf-1	1	dev=local(1)	InInterests	50	0
2.5	leaf-1	1	dev=local(1)	OutInterests	0	0
2.5	leaf-1	1	dev=local(1)	DropInterests	0	0
2.5	leaf-1	1	dev=local(1)	InNacks	0	0
2.5	leaf-1	1	dev=local(1)	OutNacks	0	0
2.5	leaf-1	1	dev=local(1)	DropNacks	0	0
2.5	leaf-1	1	dev=local(1)	InData	0	0
2.5	leaf-1	1	dev=local(1)	OutData	50	52.0508
2.5	leaf-1	1	dev=local(1)	DropData	0	0
2.5	leaf-1	-1	all	SatisfiedInterests	50	0
2.5	leaf-1	-1	all	TimedOutInterests	0	0
2.5	leaf-2	0	dev=net(0)	InInterests	0	0
2.5	leaf-2	0	dev=net(0)	OutInterests	50	1.75781
2.5	leaf-2	0	dev=net(0)	DropInterests	0	0
2.5	leaf-2	0	dev=net(0)	InNacks	0	0
2.5	leaf-2	0	dev=net(0)	OutNacks	0	0
2.5	leaf-2	0	dev=net(0)	DropNacks	0	0
2.5	leaf-2	0	dev=net(0)	InData	50	52.0508
2.5	leaf-2	0	dev=net(0)	OutData	0	0
2.5	leaf-2	0	dev=net(0)	DropData	0	0
2.5	leaf-2	1	dev=local(1)	InInterests	50	0
2.5	leaf-2	1	dev=local(1)	OutInterests	0	0
2.5	leaf-2	1	dev=local(1)	DropInterests	0	0
2.5	leaf-2	1	dev=local(1)	InNacks	0	0
2.5	leaf-2	1	dev=local(1)	OutNacks	0	0
2.5	leaf-2	1	dev=local(1)	DropNacks	0	0
2.5	leaf-2	1	dev=local(1)	InData	0	0
2.5	leaf-2	1	dev=local(1)	OutData	50	52.0508
2.5	leaf-2	1	dev=local(1)	DropData	0	0
2.5	leaf-2	-1	all	SatisfiedInterests	50	0
2.5	leaf-2	-1	all	TimedOutInterests	0	0
2.5	leaf-3	0	dev=net(0)	InInterests	0	0
2.5	leaf-3	0	dev=net(0)	OutInterests	50	1.75781
2.5	leaf-3	0	dev=net(0)	DropInterests	0	0
2.5	leaf-3	0	dev=net(0)	InNacks	0	0
2.5	leaf-3	0	dev=net(0)	OutNacks	0	0
2.5	leaf-3	0	dev=net(0)	DropNacks	0	0
2.5	leaf-3	0	dev=net(0)	InData	50	52.0508
2.5	leaf-3	0	dev=net(0)	OutData	0	0
2.5	leaf-3	0	dev=net(0)	DropData	0	0
2.5	leaf-3	1	dev=local(1)	InInterests	50	0
2.5	leaf-3	1	dev=local(1)	OutInterests	0	0
2.5	leaf-3	1	dev=local(1)	DropInterests	0	0
2.5	leaf-3	1	dev=local(1)	InNacks	0	0
2.5	leaf-3	1	dev=local(1)	OutNacks	0	0
2.5	leaf-3	1	dev=local(1)	DropNacks	0	0
2.5	leaf-3	1	dev=local(1)	InData	0	0
2.5	leaf-3	1	dev=local(1)	OutData	50	52.0508
2.5	leaf-3	1	dev=local(1)	DropData	0	0
2.5	leaf-3	-1	all	SatisfiedInterests	50	0
2.5	leaf-3	-1	all	TimedOutInterests	0	0
2.5	leaf-4	0	dev=net(0)	InInterests	0	0
2.5	leaf-4	0	dev=net(0)	OutInterests	50	1.75781
2.5	leaf-4	0	dev=net(0)	DropInterests	0	0
2.5	leaf-4	0	dev=net(0)	InNacks	0	0
2.5	leaf-4	0	dev=net(0)	OutNacks	0	0
2.5	leaf-4	0	dev=net(0)	DropNacks	0	0
2.5	leaf-4	0	dev=net(0)	InData	50	52.0508
2.5	leaf-4	0	dev=net(0)	OutData	0	0
2.5	leaf-4	0	dev=net(0)	DropData	0	0
2.5	leaf-4	1	dev=local(1)	InInterests	50	0
2.5	leaf-4	1	dev=local(1)	OutInterests	0	0
2.5	leaf-4	1	dev=local(1)	DropInterests	0	0
2.5	leaf-4	1	dev=local(1)	InNacks	0	0
2.5	leaf-4	1	dev=local(1)	OutNacks	0	0
2.5	leaf-4	1	dev=local(1)	DropNacks	0	0
2.5	leaf-4	1	dev=local(1)	InData	0	0
2.5	leaf-4	1	dev=local(1)	OutData	50	52.0508
2.5	leaf-4	1	dev=local(1)	DropData	0	0
2.5	leaf-4	-1	all	SatisfiedInterests	50	0
2.5	leaf-4	-1	all	TimedOutInterests	0	0
2.5	rtr-1	1	dev=net(1)	InInterests	50	1.75781
2.5	rtr-1	1	dev=net(1)	OutInterests	0	0
2.5	rtr-1	1	dev=net(1)	DropInterests	0	0
2.5	rtr-1	1	dev=net(1)	InNacks	0	0
2.5	rtr-1	1	dev=net(1)	OutNacks	0	0
2.5	rtr-1	1	dev=net(1)	DropNacks	0	0
2.5	rtr-1	1	dev=net(1)	InData	0	0
2.5	rtr-1	1	dev=net(1)	OutData	50	52.0508
2.5	rtr-1	1	dev=net(1)	DropData	0	0
2.5	rtr-1	2	dev=net(2)	InInterests	0	0
2.5	rtr-1	2	dev=net(2)	OutInterests	100	3.51562
2.5	rtr-1	2	dev=net(2)	DropInterests	0	0
2.5	rtr-1	2	dev=net(2)	InNacks	0	0
2.5	rtr-1	2	dev=net(2)	OutNacks	0	0
2.5	rtr-1	2	dev=net(2)	DropNacks	0	0
2.5	rtr-1	2	dev=net(2)	InData	100	104.102
2.5	rtr-1	2	dev=net(2)	OutData	0	0
2.5	rtr-1	2	dev=net(2)	DropData	0	0
2.5	rtr-1	0	dev=net(0)	InInterests	50	1.75781
2.5	rtr-1	0	dev=net(0)	OutInterests	0	0
2.5	rtr-1	0	dev=net(0)	DropInterests	0	0
2.5	rtr-1	0	dev=net(0)	InNacks	0	0
2.5	rtr-1	0	dev=net(0)	OutNacks	0	0
2.5	rtr-1	0	dev=net(0)	DropNacks	0	0
2.5	rtr-1	0	dev=net(0)	InData	0	0
2.5	rtr-1	0	dev=net(0)	OutData	50	52.0508
2.5	rtr-1	0	dev=net(0)	DropData	0	0
2.5	rtr-1	-1	all	SatisfiedInterests	100	0
2.5	rtr-1	-1	all	TimedOutInterests	0	0
2.5	rtr-2	0	dev=net(0)	InInterests	50	1.75781
2.5	rtr-2	0	dev=net(0)	OutInterests	0	0
2.5	rtr-2	0	dev=net(0)	DropInterests	0	0
2.5	rtr-2	0	dev=net(0)	InNacks	0	0
2.5	rtr-2	0	dev=net(0)	OutNacks	0	0
2.5	rtr-2	0	dev=net(0)	DropNacks	0	0
2.5	rtr-2	0	dev=net(0)	InData	0	0
2.5	rtr-2	0	dev=net(0)	OutData	50	52.0508
2.5	rtr-2	0	dev=net(0)	DropData	0	0
2.5	rtr-2	1	dev=net(1)	InInterests	50	1.75781
2.5	rtr-2	1	dev=net(1)	OutInterests	0	0
2.5	rtr-2	1	dev=net(1)	DropInterests	0	0
2.5	rtr-2	1	dev=net(1)	InNacks	0	0
2.5	rtr-2	1	dev=net(1)	OutNacks	0	0
2.5	rtr-2	1	dev=net(1)	DropNacks	0	0
2.5	rtr-2	1	dev=net(1)	InData	0	0
2.5	rtr-2	1	dev=net(1)	OutData	50	52.0508
2.5	rtr-2	1	dev=net(1)	DropData	0	0
2.5	rtr-2	2	dev=net(2)	InInterests	0	0
2.5	rtr-2	2	dev=net(2)	OutInterests	100	3.51562
2.5	rtr-2	2	dev=net(2)	DropInterests	0	0
2.5	rtr-2	2	dev=net(2)	InNacks	0	0
2.5	rtr-2	2	dev=net(2)	OutNacks	0	0
2.5	rtr-2	2	dev=net(2)	DropNacks	0	0
2.5	rtr-2	2	dev=net(2)	InData	100	104.102
2.5	rtr-2	2	dev=net(2)	OutData	0	0
2.5	rtr-2	2	dev=net(2)	DropData	0	0
2.5	rtr-2	-1	all	SatisfiedInterests	100	0
2.5	rtr-2	-1	all	TimedOutInterests	0	0
2.5	root	0	dev=net(0)	InInterests	100	3.51562
2.5	root	0	dev=net(0)	OutInterests	0	0
2.5	root	0	dev=net(0)	DropInterests	0	0
2.5	root	0	dev=net(0)	InNacks	0	0
2.5	root	0	dev=net(0)	OutNacks	0	0
2.5	root	0	dev=net(0)	DropNacks	0	0
2.5	root	0	dev=net(0)	InData	0	0
2.5	root	0	dev=net(0)	OutData	100	104.102
2.5	root	0	dev=net(0)	DropData	0	0
2.5	root	1	dev=net(1)	InInterests	100	3.51562
2.5	root	1	dev=net(1)	OutInterests	0	0
2.5	root	1	dev=net(1)	DropInterests	0	0
2.5	root	1	dev=net(1)	InNacks	0	0
2.5	root	1	dev=net(1)	OutNacks	0	0
2.5	root	1	dev=net(1)	DropNacks	0	0
2.5	root	1	dev=net(1)	InData	0	0
2.5	root	1	dev=net(1)	OutData	100	104.102
2.5	root	1	dev=net(1)	DropData	0	0
2.5	root	2	dev=local(2)	InInterests	0	0
2.5	root	2	dev=local(2)	OutInterests	200	7.03125
2.5	root	2	dev=local(2)	DropInterests	0	0
2.5	root	2	dev=local(2)	InNacks	0	0
2.5	root	2	dev=local(2)	OutNacks	0	0
2.5	root	2	dev=local(2)	DropNacks	0	0
2.5	root	2	dev=local(2)	InData	200	0
2.5	root	2	dev=local(2)	OutData	0	0
2.5	root	2	dev=local(2)	DropData	0	0
2.5	root	-1	all	SatisfiedInterests	200	0
2.5	root	-1	all	TimedOutInterests	0	0
3	leaf-1	0	dev=net(0)	InInterests	0	0
3	leaf-1	0	dev=net(0)	OutInterests	50	1.80078
3	leaf-1	0	dev=net(0)	DropInterests	0	0
3	leaf-1	0	dev=net(0)	InNacks	0	0
3	leaf-1	0	dev=net(0)	OutNacks	0	0
3	leaf-1	0	dev=net(0)	DropNacks	0	0
3	leaf-1	0	dev=net(0)	InData	50	52.0938
3	leaf-1	0	dev=net(0)	OutData	0	0
3	leaf-1	0	dev=net(0)	DropData	0	0
3	leaf-1	1	dev=local(1)	InInterests	50	0
3	leaf-1	1	dev=local(1)	OutInterests	0	0
3	leaf-1	1	dev=local(1)	DropInterests	0	0
3	leaf-1	1	dev=local(1)	InNacks	0	0
3	leaf-1	1	dev=local(1)	OutNacks	0	0
3	leaf-1	1	dev=local(1)	DropNacks	0	0
3	leaf-1	1	dev=local(1)	InData	0	0
3	leaf-1	1	dev=local(1)	OutData	50	52.0938
3	leaf-1	1	dev=local(1)	DropData	0	0
3	leaf-1	-1	all	SatisfiedInterests	50	0
3	leaf-1	-1	all	TimedOutInterests	0	0
3	leaf-2	0	dev=net(0)	InInterests	0	0
3	leaf-2	0	dev=net(0)	OutInterests	50	1.80078
3	leaf-2	0	dev=net(0)	DropInterests	0	0
3	leaf-2	0	dev=net(0)	InNacks	0	0
3	leaf-2	0	dev=net(0)	OutNacks	0	0
3	leaf-2	0	dev=net(0)	DropNacks	0	0
3	leaf-2	0	dev=net(0)	InData	50	52.0938
3	leaf-2	0	dev=net(0)	OutData	0	0
3	leaf-2	0	dev=net(0)	DropData	0	0
3	leaf-2	1	dev=local(1)	InInterests	50	0
3	leaf-2	1	dev=local(1)	OutInterests	0	0
3	leaf-2	1	dev=local(1)	DropInterests	0	0
3	leaf-2	1	dev=local(1)	InNacks	0	0
3	leaf-2	1	dev=local(1)	OutNacks	0	0
3	leaf-2	1	dev=local(1)	DropNacks	0	0
3	leaf-2	1	dev=local(1)	InData	0	0
3	leaf-2	1	dev=local(1)	OutData	50	52.0938
3	leaf-2	1	dev=local(1)	DropData	0	0
3	leaf-2	-1	all	SatisfiedInterests	50	0
3	leaf-2	-1	all	TimedOutInterests	0	0
3	leaf-3	0	dev=net(0)	InInterests	0	0
3	leaf-3	0	dev=net(0)	OutInterests	50	1.80078
3	leaf-3	0	dev=net(0)	DropInterests	0	0
3	leaf-3	0	dev=net(0)	InNacks	0	0
3	leaf-3	0	dev=net(0)	OutNacks	0	0
3	leaf-3	0	dev=net(0)	DropNacks	0	0
3	leaf-3	0	dev=net(0)	InData	50	52.0938
3	leaf-3	0	dev=net(0)	OutData	0	0
3	leaf-3	0	dev=net(0)	DropData	0	0
3	leaf-3	1	dev=local(1)	InInterests	50	0
3	leaf-3	1	dev=local(1)	OutInterests	0	0
3	leaf-3	1	dev=local(1)	DropInterests	0	0
3	leaf-3	1	dev=local(1)	InNacks	0	0
3	leaf-3	1	dev=local(1)	OutNacks	0	0
3	leaf-3	1	dev=local(1)	DropNacks	0	0
3	leaf-3	1	dev=local(1)	InData	0	0
3	leaf-3	1	dev=local(1)	OutData	50	52.0938
3	leaf-3	1	dev=local(1)	DropData	0	0
3	leaf-3	-1	all	SatisfiedInterests	50	0
3	leaf-3	-1	all	TimedOutInterests	0	0
3	leaf-4	0	dev=net(0)	InInterests	0	0
3	leaf-4	0	dev=net(0)	OutInterests	50	1.80078
3	leaf-4	0	dev=net(0)	DropInterests	0	0
3	leaf-4	0	dev=net(0)	InNacks	0	0
3	leaf-4	0	dev=net(0)	OutNacks	0	0
3	leaf-4	0	dev=net(0)	DropNacks	0	0
3	leaf-4	0	dev=net(0)	InData	50	52.0938
3	leaf-4	0	dev=net(0)	OutData	0	0
3	leaf-4	0	dev=net(0)	DropData	0	0
3	leaf-4	1	dev=local(1)	InInterests	50	0
3	leaf-4	1	dev=local(1)	OutInterests	0	0
3	leaf-4	1	dev=local(1)	DropInterests	0	0
3	leaf-4	1	dev=local(1)	InNacks	0	0
3	leaf-4	1	dev=local(1)	OutNacks	0	0
3	leaf-4	1	dev=local(1)	DropNacks	0	0
3	leaf-4	1	dev=local(1)	InData	0	0
3	leaf-4	1	dev=local(1)	OutData	50	52.0938
3	leaf-4	1	dev=local(1)	DropData	0	0
3	leaf-4	-1	all	SatisfiedInterests	50	0
3	leaf-4	-1	all	TimedOutInterests	0	0
3	rtr-1	1	dev=net(1)	InInterests	50	1.80078
3	rtr-1	1	dev=net(1)	OutInterests	0	0
3	rtr-1	1	dev=net(1)	DropInterests	0	0
3	rtr-1	1	dev=net(1)	InNacks	0	0
3	rtr-1	1	dev=net(1)	OutNacks	0	0
3	rtr-1	1	dev=net(1)	DropNacks	0	0
3	rtr-1	1	dev=net(1)	InData	0	0
3	rtr-1	1	dev=net(1)	OutData	50	52.0938
3	rtr-1	1	dev=net(1)	DropData	0	0
3	rtr-1	2	dev=net(2)	InInterests	0	0
3	rtr-1	2	dev=net(2)	OutInterests	100	3.60156
3	rtr-1	2	dev=net(2)	DropInterests	0	0
3	rtr-1	2	dev=net(2)	InNacks	0	0
3	rtr-1	2	dev=net(2)	OutNacks	0	0
3	rtr-1	2	dev=net(2)	DropNacks	0	0
3	rtr-1	2	dev=net(2)	InData	100	104.188
3	rtr-1	2	dev=net(2)	OutData	0	0
3	rtr-1	2	dev=net(2)	DropData	0	0
3	rtr-1	0	dev=net(0)	InInterests	50	1.80078
3	rtr-1	0	dev=net(0)	OutInterests	0	0
3	rtr-1	0	dev=net(0)	DropInterests	0	0
3	rtr-1	0	dev=net(0)	InNacks	0	0
3	rtr-1	0	dev=net(0)	OutNacks	0	0
3	rtr-1	0	dev=net(0)	DropNacks	0	0
3	rtr-1	0	dev=net(0)	InData	0	0
3	rtr-1	0	dev=net(0)	OutData	50	52.0938
3	rtr-1	0	dev=net(0)	DropData	0	0
3	rtr-1	-1	all	SatisfiedInterests	100	0
3	rtr-1	-1	all	TimedOutInterests	0	0
3	rtr-2	0	dev=net(0)	InInterests	50	1.80078
3	rtr-2	0	dev=net(0)	OutInterests	0	0
3	rtr-2	0	dev=net(0)	DropInterests	0	0
3	rtr-2	0	dev=net(0)	InNacks	0	0
3	rtr-2	0	dev=net(0)	OutNacks	0	0
3	rtr-2	0	dev=net(0)	DropNacks	0	0
3	rtr-2	0	dev=net(0)	InData	0	0
3	rtr-2	0	dev=net(0)	OutData	50	52.0938
3	rtr-2	0	dev=net(0)	DropData	0	0
3	rtr-2	1	dev=net(1)	InInterests	50	1.80078
3	rtr-2	1	dev=net(1)	OutInterests	0	0
3	rtr-2	1	dev=net(1)	DropInterests	0	0
3	rtr-2	1	dev=net(1)	InNacks	0	0
3	rtr-2	1	dev=net(1)	OutNacks	0	0
3	rtr-2	1	dev=net(1)	DropNacks	0	0
3	rtr-2	1	dev=net(1)	InData	0	0
3	rtr-2	1	dev=net(1)	OutData	50	52.0938
3	rtr-2	1	dev=net(1)	DropData	0	0
3	rtr-2	2	dev=net(2)	InInterests	0	0
3	rtr-2	2	dev=net(2)	OutInterests	100	3.60156
3	rtr-2	2	dev=net(2)	DropInterests	0	0
3	rtr-2	2	dev=net(2)	InNacks	0	0
3	rtr-2	2	dev=net(2)	OutNacks	0	0
3	rtr-2	2	dev=net(2)	DropNacks	0	0
3	rtr-2	2	dev=net(2)	InData	100	104.188
3	rtr-2	2	dev=net(2)	OutData	0	0
3	rtr-2	2	dev=net(2)	DropData	0	0
3	rtr-2	-1	all	SatisfiedInterests	100	0
3	rtr-2	-1	all	TimedOutInterests	0	0
3	root	0	dev=net(0)	InInterests	100	3.60156
3	root	0	dev=net(0)	OutInterests	0	0
3	root	0	dev=net(0)	DropInterests	0	0
3	root	0	dev=net(0)	InNacks	0	0
3	root	0	dev=net(0)	OutNacks	0	0
3	root	0	dev=net(0)	DropNacks	0	0
3	root	0	dev=net(0)	InData	0	0
3	root	0	dev=net(0)	OutData	100	104.188
3	root	0	dev=net(0)	DropData	0	0
3	root	1	dev=net(1)	InInterests	100	3.60156
3	root	1	dev=net(1)	OutInterests	0	0
3	root	1	dev=net(1)	DropInterests	0	0
3	root	1	dev=net(1)	InNacks	0	0
3	root	1	dev=net(1)	OutNacks	0	0
3	root	1	dev=net(1)	DropNacks	0	0
3	root	1	dev=net(1)	InData	0	0
3	root	1	dev=net(1)	OutData	100	104.188
3	root	1	dev=net(1)	DropData	0	0
3	root	2	dev=local(2)	InInterests	0	0
3	root	2	dev=local(2)	OutInterests	200	7.20312
3	root	2	dev=local(2)	DropInterests	0	0
3	root	2	dev=local(2)	InNacks	0	0
3	root	2	dev=local(2)	OutNacks	0	0
3	root	2	dev=local(2)	DropNacks	0	0
3	root	2	dev=local(2)	InData	200	0
3	root	2	dev=local(2)	OutData	0	0
3	root	2	dev=local(2)	DropData	0	0
3	root	-1	all	SatisfiedInterests	200	0
3	root	-1	all	TimedOutInterests	0	0
3.5	leaf-1	0	dev=net(0)	InInterests	0	0
3.5	leaf-1	0	dev=net(0)	OutInterests	50	1.80664
3.5	leaf-1	0	dev=net(0)	DropInterests	0	0
